($million),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period,ABN,Institution Name, Cash and deposits with financial institutions , Trading securities , Investment securities , Net acceptances of customers , Total residents assets , Total securitised assets on balance sheet , Loans to non-financial businesses , Loans to financial institutions , Loans to general government , Loans to households: Housing: Owner-occupied , Loans to households: Housing: Investment , Loans to households: Credit cards , Loans to households: Other , Loans to community service organisations , Total residents loans and finance leases , Intra-group loans and finance leases , Acceptances , Intra-group deposits , Negotiable Certificates of Deposit , Total short-term borrowings , Total long-term borrowings , Deposits by non-financial businesses , Deposits by financial institutions , Deposits by general government , Deposits by households , Deposits by community service organisations , Total residents deposits ,,
30/04/2019,29002979955,Bank of China Limited,22,0,"3,427",0,"21,463",0,"16,917",82,100,0,0,0,0,0,"17,099",138,0,5,"4,171","7,433","4,075","9,146",769,226,0,25,"10,166",,
30/04/2019,74137909963,"Bank of Communications Co., Ltd.",54,0,"2,304",0,"4,505",0,"2,167",603,0,0,0,0,0,0,"2,771",0,0,0,255,"4,197","1,357",90,0,0,0,0,90,,
30/04/2019,32009656740,Bank of Queensland Limited,"1,043","1,290","3,418",0,"61,365","11,250","11,147","1,226",0,"15,729","11,703",68,698,8,"40,578","7,010",0,79,"4,314","4,749","6,229","10,316","6,055","1,592","14,013","1,127","33,102",,
30/04/2019,44093488629,Bank of Sydney Ltd,101,0,598,0,"2,795",312,528,30,0,863,297,1,2,31,"1,752",0,0,0,0,4,0,643,241,18,"1,145",56,"2,103",,
30/04/2019,71608940718,Bank of Taiwan,0,0,92,0,264,0,114,56,0,0,0,0,0,0,170,0,0,0,0,54,0,9,0,0,0,0,9,,
30/04/2019,11068049178,Bendigo and Adelaide Bank Limited,920,"3,810",48,0,"72,984","8,131","10,863",555,12,"27,418","13,377",317,"2,713",22,"55,277","2,990",0,26,"4,725","4,712","4,760","15,755","2,292","2,221","27,015",200,"47,482",,
30/04/2019,63087651849,BNK Banking Corporation Limited,39,0,33,0,339,0,19,14,0,102,60,0,2,0,197,,0,,,0,0,132,7,0,99,0,238,,
30/04/2019,23000000117,BNP Paribas,517,102,"1,736",0,"8,321",0,"4,398",448,0,0,0,0,0,0,"4,846",0,0,479,"2,588","3,113",650,"1,844",392,70,0,0,"2,306",,
30/04/2019,87149440291,BNP Paribas Securities Services,108,0,"1,088",0,"4,679",0,0,402,0,0,0,0,0,0,402,"2,321",0,11,0,0,0,0,"5,909",0,0,5,"5,913",,
30/04/2019,33608235847,Canadian Imperial Bank of Commerce,2,0,238,0,"2,826",0,"2,596",0,0,0,0,0,0,0,"2,596",0,0,0,0,675,200,0,0,0,0,0,0,,
30/04/2019,24125167553,China Construction Bank Corporation,173,190,"1,755",0,"6,454",0,"3,772",821,0,0,0,0,15,0,"4,608",0,0,0,700,"5,253","1,746","1,016",84,0,14,21,"1,134",,
30/04/2019,69322403457,"China Everbright Bank Co., Ltd",7,0,192,0,617,0,200,193,0,0,0,0,0,0,393,0,0,0,0,295,0,0,0,0,0,0,0,,
30/04/2019,96609857383,"China Merchants Bank Co., Ltd",122,0,253,0,697,0,220,81,0,0,0,0,0,0,301,0,0,0,30,570,0,29,0,0,0,0,29,,
30/04/2019,34072814058,"Citibank, N.A.","2,085",0,"5,208",2,"19,497",0,"4,489","1,132",0,0,0,0,0,0,"5,621",382,2,"1,155",0,1,0,"5,308","4,041",10,0,0,"9,358",,
30/04/2019,88004325080,Citigroup Pty Limited,165,0,"1,304",0,"21,505","3,406",658,3,0,"4,036","2,456","4,803","1,495",0,"13,450",224,0,"1,821",0,0,"2,289","1,524",232,0,"6,372",68,"8,195",,
30/04/2019,88087649910,Coastline Credit Union Limited,24,0,60,0,524,0,39,2,0,289,79,2,25,0,436,,0,,,0,0,72,43,0,357,9,481,,
30/04/2019,48123123124,Commonwealth Bank of Australia,"8,419","24,156","64,649",33,"845,578","103,620","129,489","32,139","1,566","274,330","156,173","10,487","18,075",779,"623,037","47,208",33,"4,773","31,160","49,184","125,072","113,114","92,675","29,275","255,207","6,149","496,420",,
30/04/2019,15087651143,Community CPS Australia Limited,84,0,744,0,"6,800","1,694",162,75,0,"3,503",832,17,621,0,"5,210",2,0,0,0,1,0,495,164,91,"3,664",116,"4,531",,
30/04/2019,80087649938,Community First Credit Union Limited,61,0,120,0,"1,067",0,4,0,0,608,192,26,45,0,874,,0,,,1,0,133,7,0,818,11,970,,
30/04/2019,70003917655,Cooperatieve Rabobank U.A.,205,239,264,0,"12,391",0,"4,503",0,0,0,0,0,0,75,"4,579",23,0,22,"1,212","4,259","5,895",228,439,0,0,0,666,,
30/04/2019,17061700712,Credit Suisse AG,159,0,787,0,"7,565",0,"2,999","1,312",0,305,117,0,707,10,"5,451",120,0,67,55,"5,692","3,009","1,828",344,0,319,0,"2,491",,
30/04/2019,44087650959,Credit Union Australia Ltd,323,0,"1,753",0,"17,461","3,917",109,0,0,"10,257","2,521",35,439,0,"13,361",,0,,,632,725,471,955,235,"9,257",2,"10,919",,
30/04/2019,36087651232,Credit Union SA Ltd,33,0,141,0,"1,168",91,6,0,0,777,165,12,27,0,988,,0,,,0,0,61,67,0,905,16,"1,048",,
30/04/2019,95087822455,Cuscal Limited,884,0,"1,051",0,"2,048",0,0,2,0,0,0,0,0,0,2,,0,,,114,0,62,"1,257",1,0,0,"1,319",,
30/04/2019,46601105373,DBS Bank Ltd,75,0,"1,162",0,"6,111",0,"4,255",100,0,0,0,0,0,0,"4,355",0,0,0,"3,204","3,219",900,33,251,0,0,0,284,,
30/04/2019,57087651385,Defence Bank Limited,61,0,260,0,"2,448",0,0,0,0,"1,757",218,12,125,0,"2,111",0,0,0,218,218,209,229,200,1,"1,352",36,"1,818",,
30/04/2019,13064165162,Deutsche Bank Aktiengesellschaft,113,836,"4,039",0,"12,776",0,925,"1,336",0,0,0,0,0,0,"2,262","1,768",0,822,462,462,563,32,232,0,0,0,264,,
30/04/2019,60606234879,"E.SUN Commercial Bank, Ltd.",3,0,425,0,"1,155",0,637,81,0,0,0,0,0,0,718,0,0,0,148,229,0,62,0,0,18,0,80,,
30/04/2019,35087650039,EECU Limited,13,0,49,0,342,2,3,0,0,185,84,1,5,0,278,,0,,,0,3,63,13,12,230,0,318,,
30/04/2019,43087650011,Endeavour Mutual Bank Ltd,60,0,86,0,631,0,1,0,0,316,135,3,20,0,474,0,0,0,0,0,0,19,19,0,497,6,541,,
30/04/2019,15126292608,First Commercial Bank,8,0,196,0,"1,469",0,"1,236",28,0,0,0,0,0,0,"1,265",0,0,0,419,738,0,53,0,0,1,0,54,,
30/04/2019,95087650735,First Option Bank Ltd,28,0,20,0,220,0,4,0,0,123,37,2,6,0,171,,0,,,0,0,28,0,0,174,0,201,,
30/04/2019,72087650637,G&C Mutual Bank Limited,140,22,277,0,"1,317",131,68,0,0,415,197,6,57,0,744,0,0,0,150,150,0,61,161,24,629,17,891,,
30/04/2019,47087650093,Gateway Bank Ltd,35,0,124,0,"1,109",0,1,0,0,629,193,0,116,0,939,0,0,0,0,164,0,29,123,0,668,5,825,,
30/04/2019,87087651509,Goulburn Murray Credit Union Co-operative Limited,34,0,63,0,388,0,26,2,0,203,48,0,5,2,286,,0,,,0,0,30,12,4,279,14,339,,
30/04/2019,88087651956,Greater Bank Limited,67,0,"1,285",0,"7,792","1,110",101,0,0,"4,174","1,216",27,137,0,"5,655",0,0,3,517,379,135,427,338,27,"4,689",77,"5,558",,
30/04/2019,32087652024,Heritage Bank Limited,170,0,"1,203",0,"10,879","1,778",220,38,0,"5,285","1,687",81,133,0,"7,443",875,0,0,0,364,450,"1,582",312,22,"5,240",76,"7,233",,
30/04/2019,64087650164,Holiday Coast Credit Union Ltd,76,0,71,0,629,55,32,0,0,351,70,2,22,0,477,,0,,,0,0,54,17,0,483,22,575,,
30/04/2019,66087650173,Horizon Credit Union Ltd,11,0,48,0,370,0,12,0,0,222,60,2,10,0,306,,0,,,1,0,36,0,0,294,9,340,,
30/04/2019,48006434162,HSBC Bank Australia Limited,"1,873",0,"11,265",15,"42,494","7,229","3,871",93,0,"12,274","5,608",836,70,0,"22,752",144,15,101,135,150,294,"8,511","3,384",0,"11,750",165,"23,809",,
30/04/2019,54138221637,"Hua Nan Commercial Bank, Ltd.",8,0,146,0,687,0,455,75,0,0,0,0,0,0,530,0,0,0,35,104,0,3,0,0,0,0,3,,
30/04/2019,85051868556,Hume Bank Limited,107,0,189,0,"1,190",160,64,6,3,583,200,7,20,1,883,0,0,0,0,0,0,155,68,12,794,70,"1,099",,
30/04/2019,68087650182,Hunter United Employees' Credit Union Limited,15,0,43,0,335,0,0,0,0,222,40,2,7,0,272,,0,,,0,0,19,38,7,241,3,307,,
30/04/2019,14087650771,Illawarra Credit Union Limited,56,0,72,0,643,0,10,1,0,369,117,0,7,0,503,,0,,,0,0,57,44,4,487,0,593,,
30/04/2019,92087651974,IMB Ltd,202,0,806,0,"6,702","1,101",157,19,0,"3,297",998,0,371,1,"4,843",1,0,4,294,293,70,363,820,224,"3,269",128,"4,804",,
30/04/2019,97087822464,Indue Ltd,139,0,41,0,419,0,1,0,0,0,0,0,0,0,2,,0,,,20,0,89,219,0,0,22,330,,
30/04/2019,57086866506,Industrial and Commercial Bank of China Limited,141,"1,246","2,548",0,"10,214",0,"7,029",199,0,0,0,0,0,0,"7,228",0,0,0,3,"8,445","3,735","1,813",0,0,3,0,"1,816",,
30/04/2019,24000893292,ING Bank (Australia) Limited,540,0,"4,658",0,"76,512","12,964","9,452",716,0,"39,495","9,485",36,129,0,"59,311","3,823",0,"10,094",790,320,"1,455","4,004","5,820",769,"34,930",338,"45,861",,
30/04/2019,32080178196,ING Bank N.V.,0,0,461,0,"9,556",0,0,0,0,0,0,0,0,0,0,"8,774",0,708,"2,437","2,068",480,0,0,0,0,0,0,,
30/04/2019,43074112011,"JPMorgan Chase Bank, National Association","1,617",0,"3,061",8,"18,258",0,"2,732","1,314",0,0,0,0,0,0,"4,046",603,8,"1,179",0,0,0,"1,722","8,351",0,0,0,"10,073",,
30/04/2019,11615995581,Judo Bank Pty Ltd,29,0,37,0,218,0,138,0,0,4,3,0,0,0,145,0,0,0,0,123,1,0,0,0,0,0,0,,
30/04/2019,96164085563,KEB HANA Bank,30,0,101,0,622,0,515,0,0,10,7,0,1,1,534,0,0,0,161,161,0,122,30,0,3,7,162,,
30/04/2019,25044678441,Lutheran Laypeople's League of Australia Limited,767,0,265,0,"1,337",0,287,0,0,0,0,0,0,0,287,0,0,0,0,0,0,405,47,0,559,165,"1,177",,
30/04/2019,83087650244,Macarthur Credit Union Ltd,62,0,1,0,248,0,0,0,0,145,28,0,9,0,182,,0,,,0,0,38,0,0,184,0,222,,
30/04/2019,46008583542,Macquarie Bank Limited,"3,470","7,659","4,833",0,"125,116","25,573","8,671","2,571",45,"20,416","16,075",594,"2,273",12,"50,656","19,205",0,"13,175",902,"4,548","21,161","21,020","29,307",40,"10,082",509,"60,959",,
30/04/2019,94087651983,Maitland Mutual Building Society Limited,18,0,125,0,726,0,86,0,0,346,139,1,3,1,577,,0,,,0,3,170,77,32,347,44,669,,
30/04/2019,27079372688,"Mega International Commercial Bank Co., Ltd.",46,223,287,0,"2,708",0,"2,122",59,0,10,9,0,2,0,"2,201",0,0,0,612,692,0,178,6,0,30,0,214,,
30/04/2019,83087651054,Members Banking Group Limited,53,0,204,0,"2,610",594,8,0,0,"1,403",269,0,47,0,"1,726",7,0,13,158,159,95,56,79,0,"1,416",2,"1,552",,
30/04/2019,56070887679,Members Equity Bank Limited,422,0,"2,937",0,"25,113","1,897",0,0,0,"14,213","5,032",164,146,0,"19,554",67,0,0,"2,202","2,202","1,400","3,848","4,960","1,495","8,659",636,"19,598",,
30/04/2019,83099031106,"Mizuho Bank, Ltd.",555,0,"1,646",0,"16,157",0,"9,600","3,840",0,0,0,0,0,0,"13,439",427,0,101,"6,506","9,332","2,100","2,878",792,0,0,0,"3,669",,
30/04/2019,75103418882,"MUFG Bank, Ltd.",83,0,"3,658",185,"28,768",0,"16,344","5,824",23,0,0,0,0,0,"22,190",0,185,63,"11,776","9,608","5,994","10,034","4,331",0,0,0,"14,365",,
30/04/2019,54087651750,MyLifeMyFinance Limited,5,41,0,0,128,0,1,0,0,65,10,0,2,0,77,,0,,,0,0,6,11,1,87,0,105,,
30/04/2019,89067729195,MyState Bank Limited,85,0,421,0,"4,313",445,71,69,0,"2,757",667,0,66,0,"3,629",0,0,0,0,0,35,397,519,0,"3,048",0,"3,964",,
30/04/2019,12004044937,National Australia Bank Limited,"6,627","50,765","31,323",0,"717,138","113,687","170,428","17,800","2,005","145,786","116,056","5,426","18,569","2,117","478,187","32,246",0,"4,673","33,254","55,481","125,370","108,341","80,366","10,482","130,296","12,258","341,742",,
30/04/2019,96087651992,Newcastle Permanent Building Society Limited,172,0,"1,328",0,"12,116","1,456",95,0,0,"6,351","2,065",33,575,1,"9,119",,0,,,283,876,611,647,153,"6,948",82,"8,441",,
30/04/2019,36087650422,Northern Inland Credit Union Limited,29,0,24,0,301,0,13,0,0,179,38,2,11,0,242,,0,,,0,0,42,1,0,219,2,263,,
30/04/2019,34087650477,Orange Credit Union Limited,64,0,14,0,212,0,2,0,0,99,20,0,12,0,132,,0,,,0,0,9,2,3,166,4,184,,
30/04/2019,94073598035,Oversea-Chinese Banking Corporation Limited,8,0,"3,048",0,"10,503",0,"7,314",0,0,0,0,0,0,0,"7,314",0,0,0,"4,039","4,324","2,299",140,5,0,0,0,145,,
30/04/2019,93111195389,PayPal Australia Pty Limited,"1,072",0,0,0,"1,210",0,0,0,0,0,0,0,0,0,0,,0,,,0,0,344,12,1,205,18,579,,
30/04/2019,69087651876,Police & Nurses Limited,89,0,390,0,"5,033","1,216",46,0,0,"2,636",885,35,37,0,"3,638",30,0,"1,217",388,388,0,194,328,57,"2,468",45,"3,092",,
30/04/2019,95087650799,Police Bank Ltd,121,0,196,0,"1,997",226,1,0,0,"1,257",220,21,112,0,"1,611",0,0,0,99,79,20,129,0,0,"1,520",25,"1,675",,
30/04/2019,30087651205,Police Credit Union Limited,37,0,134,0,"1,136",0,103,0,0,574,209,5,62,0,953,,0,,,6,0,90,50,102,767,26,"1,035",,
30/04/2019,33087651661,Police Financial Services Limited,36,0,388,0,"2,057",250,0,4,0,"1,270",296,16,37,0,"1,622",0,0,0,0,19,0,14,169,53,"1,583",4,"1,823",,
30/04/2019,79087651036,QPCU Limited,39,0,99,0,950,93,1,0,0,505,152,9,29,0,696,0,0,0,108,108,40,102,42,27,445,0,616,,
30/04/2019,53087650557,Qudos Mutual Ltd,125,0,603,0,"4,503",600,0,0,0,"2,209",903,24,29,0,"3,165",0,0,0,79,134,0,351,302,0,"2,781",4,"3,438",,
30/04/2019,77087651027,Queensland Country Credit Union Limited,129,0,203,0,"2,380",213,63,0,0,"1,248",374,15,112,2,"1,814",,0,,,1,0,311,176,58,"1,375",58,"1,978",,
30/04/2019,50001621129,Rabobank Australia Limited,433,0,"1,563",0,"17,634",0,"15,185",51,0,131,209,0,2,0,"15,578",0,0,"2,874",0,0,0,"3,320","3,987",276,"4,388",156,"12,127",,
30/04/2019,91087651090,Railways Credit Union Limited,39,0,121,0,663,0,1,0,0,357,98,0,41,0,497,,0,,,0,0,7,32,2,545,7,593,,
30/04/2019,21087650360,Regional Australia Bank Ltd,67,0,172,0,"1,529",120,133,0,0,842,192,8,78,0,"1,254",0,0,0,0,0,0,330,58,7,975,14,"1,384",,
30/04/2019,86076940880,Royal Bank of Canada,15,"1,207","1,926",0,"8,304",0,"2,994","1,374",0,0,0,0,0,0,"4,368",6,0,"2,402","3,827","4,327","3,645",247,741,0,0,0,988,,
30/04/2019,74083938416,Rural Bank Limited,40,0,519,0,"5,011",0,"4,339",0,0,0,0,0,4,0,"4,343",9,0,96,502,501,10,"1,444",150,311,"1,367",71,"3,342",,
30/04/2019,95607620440,"Shinhan Bank Co., Ltd",69,0,70,0,521,0,352,28,0,0,0,0,0,0,380,0,0,0,80,80,0,10,0,0,0,0,10,,
30/04/2019,82087650682,Southern Cross Credit Union Ltd,14,0,83,0,587,0,52,0,0,307,119,0,11,0,489,,0,,,0,0,67,40,0,402,17,526,,
30/04/2019,35845772731,Standard Chartered Bank,60,0,0,0,740,0,423,235,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,,
30/04/2019,95082610008,State Bank of India,46,0,44,0,"2,219",0,"1,266",0,0,0,0,0,0,0,"1,266",0,0,0,0,345,540,93,15,0,13,0,121,,
30/04/2019,70062819630,State Street Bank and Trust Company,402,0,"3,144",0,"5,211",0,0,372,0,0,0,0,0,0,372,0,0,511,0,25,0,0,"6,801",1,0,0,"6,802",,
30/04/2019,98114053459,Sumitomo Mitsui Banking Corporation,36,0,"2,560",0,"22,771",0,"15,086","3,619",0,0,0,0,0,0,"18,705",350,0,0,"6,404","9,227","2,595","2,643","3,573",0,0,0,"6,216",,
30/04/2019,23087650806,Summerland Financial Services Limited,29,0,95,0,731,0,40,0,0,395,134,2,20,0,591,,0,,,33,4,82,27,1,492,21,624,,
30/04/2019,66010831722,Suncorp-Metway Limited,613,"1,259","3,964",0,"72,776","10,335","11,954",98,0,"30,792","12,307",3,"3,159",2,"58,315",655,0,569,"5,225","7,405","10,577","7,373","5,324","2,676","22,077",419,"37,869",,
30/04/2019,93087650726,Sydney Credit Union Ltd,58,0,123,0,923,0,10,0,0,535,132,7,45,0,729,,0,,,12,0,84,0,0,709,20,813,,
30/04/2019,30165085638,"Taishin International Bank Co., Ltd",2,0,283,0,601,0,276,36,0,0,0,0,0,0,312,0,0,0,0,0,0,50,0,0,4,0,54,,
30/04/2019,36078577250,"Taiwan Business Bank, Ltd",58,0,189,0,"1,418",0,"1,061",52,0,12,28,0,15,0,"1,168",0,0,0,80,146,0,21,0,0,13,0,34,,
30/04/2019,96139482634,"Taiwan Cooperative Bank, Ltd",2,0,294,0,951,0,587,50,0,0,0,0,0,0,636,0,0,0,0,189,0,1,0,0,2,0,2,,
30/04/2019,30087650459,Teachers Mutual Bank Limited,163,0,"1,153",0,"7,878","1,211",0,0,0,"4,846","1,382",71,170,0,"6,469",0,0,0,344,342,420,95,441,45,"5,895",6,"6,483",,
30/04/2019,84084066419,The Bank of New York Mellon,16,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,,
30/04/2019,34133513827,The Bank of Nova Scotia,2,0,573,0,"3,194",0,"2,409",0,0,0,0,0,0,0,"2,409",0,0,0,"1,800","1,800","2,749",227,0,0,0,0,227,,
30/04/2019,54087650940,The Capricornian Ltd,16,0,37,0,345,0,13,0,0,208,51,0,16,0,288,,0,,,0,1,0,23,0,290,2,315,,
30/04/2019,65117925970,The Hongkong and Shanghai Banking Corporation Limited,412,0,"4,472",3,"22,565",0,"10,997",816,28,0,0,0,0,0,"11,841","1,370",3,0,"3,115","3,355","2,849",0,591,0,0,0,591,,
30/04/2019,62126279918,The Northern Trust Company,"1,804",0,"1,893",0,"3,172",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"7,059","2,210",0,2,"9,270",,
30/04/2019,49103575042,Tyro Payments Limited,40,0,37,0,141,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,23,0,0,0,0,23,,
30/04/2019,47088129613,UBS AG,569,"4,565",844,0,"17,892",0,178,"5,972",0,0,0,0,0,0,"6,150",140,0,"3,487",40,40,"4,364",0,"1,209",8,0,0,"1,217",,
30/04/2019,17135448047,Union Bank of India,2,0,76,0,137,0,51,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,16,0,0,0,16,,
30/04/2019,56060785284,United Overseas Bank Limited,28,0,"3,851",0,"10,728",0,"5,937",783,0,0,1,0,0,0,"6,721",0,0,"1,135","6,875","6,875",900,68,623,0,2,0,693,,
30/04/2019,11087650315,Unity Bank Limited,79,0,136,0,"1,176",144,20,4,2,663,203,7,41,9,949,0,0,0,0,0,0,90,159,9,686,113,"1,057",,
30/04/2019,44087651769,Victoria Teachers Limited,117,0,278,0,"2,912",338,7,5,0,"1,625",400,19,68,0,"2,125",2,0,0,56,56,0,109,102,38,"2,011",11,"2,270",,
30/04/2019,67622375722,volt bank limited,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30/04/2019,98087651116,Warwick Credit Union Ltd,45,0,0,0,307,0,44,0,0,151,55,0,8,0,258,,0,,,0,0,72,0,0,175,31,279,,
30/04/2019,48087651787,WAW Credit Union Co-Operative Limited,93,0,1,0,483,0,33,0,0,280,64,0,3,0,380,,0,,,0,0,53,10,30,325,27,445,,
30/04/2019,33007457141,Westpac Banking Corporation,"10,104","12,981","77,686",1,"845,690","130,184","126,212","25,193",558,"224,252","185,154","9,132","24,423",190,"595,113","43,090",1,"3,413","31,662","62,163","148,545","117,158","83,881","9,806","212,529","2,719","426,092",,
30/04/2019,94150148299,Woori Bank,35,0,29,0,435,0,369,0,0,0,0,0,0,1,369,0,0,0,0,49,0,63,0,0,1,1,65,,
31/03/2019,70744009137,ABN AMRO Bank N.V.,1,0,1,0,104,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,
31/03/2019,48848300367,Agricultural Bank of China Limited,398,0,"3,845",0,"5,266",0,"1,442",675,0,0,0,0,0,0,"2,117",0,0,0,659,"6,148",400,7,"1,501",0,0,0,"1,508",,
31/03/2019,15081596009,AMP Bank Limited,252,0,"2,299",0,"26,103","7,523",980,885,0,"12,938","4,324",0,943,0,"20,069",0,0,"6,057",454,657,"2,643","2,091","1,865",47,"3,285",12,"7,299",,
31/03/2019,37002950745,Arab Bank Australia Limited,94,0,226,0,"1,000",0,280,0,0,160,177,0,48,6,672,0,0,0,15,15,0,271,173,4,331,10,789,,
31/03/2019,11005357522,Australia and New Zealand Banking Group Limited,"15,268","27,783","40,029",83,"593,255","84,346","112,585","17,971",611,"159,734","89,984","7,206","15,677",803,"404,571","20,792",87,680,"39,812","48,803","93,435","95,381","47,505","3,296","118,861","3,510","268,553",,
31/03/2019,11087651125,Australian Central Credit Union Ltd,160,0,773,0,"9,423","2,387",41,0,0,"5,723","1,274",51,453,0,"7,540",,0,,,137,0,493,238,12,"5,375",13,"6,130",,
31/03/2019,48087649741,Australian Military Bank Ltd,35,0,175,0,"1,362",206,0,0,0,899,151,20,74,0,"1,144",0,0,0,0,12,0,169,287,65,568,154,"1,243",,
31/03/2019,14087822491,Australian Settlements Limited,312,0,50,0,376,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,359,0,0,0,359,,
31/03/2019,30087652079,Australian Unity Bank Limited,19,0,118,0,858,0,12,113,0,383,210,5,3,0,726,0,0,0,0,0,0,22,95,0,663,6,786,,
31/03/2019,40087652060,Auswide Bank Ltd,89,0,240,0,"3,194",204,122,0,0,"1,712",757,0,18,1,"2,610",0,0,0,319,366,99,45,106,202,"1,826",75,"2,253",,
31/03/2019,32087652088,B&E Ltd,53,0,78,0,966,0,28,0,0,626,140,3,19,0,816,0,0,0,0,0,0,79,145,0,654,9,887,,
31/03/2019,50087649750,Bananacoast Community Credit Union Ltd,41,0,225,0,"1,879",199,208,130,0,729,287,14,26,2,"1,396",,0,,,0,0,213,71,8,"1,153",62,"1,508",,
31/03/2019,21087651607,Bank Australia Limited,242,0,810,0,"7,031",900,284,31,1,"3,799",724,16,195,48,"5,098",0,0,3,193,193,275,342,177,62,"4,384",170,"5,134",,
31/03/2019,51064874531,"Bank of America, National Association",397,913,"2,212",0,"15,186",0,"4,211","4,211",0,0,0,0,0,0,"8,422",0,0,661,0,150,0,"2,234",673,0,0,1,"2,909",,
31/03/2019,48125314249,Bank of Baroda,60,0,5,0,240,0,171,0,0,0,0,0,0,0,171,0,0,0,0,0,0,15,222,0,10,0,247,,
31/03/2019,28110077622,Bank of China (Australia) Limited,53,0,401,0,"2,451",0,104,468,0,974,367,1,22,0,"1,936",55,0,0,0,0,0,67,4,0,"1,483",0,"1,554",,
31/03/2019,29002979955,Bank of China Limited,27,0,"3,141",0,"22,031",0,"16,417",363,100,0,0,0,0,0,"16,880",138,0,7,"3,515","8,471","3,474","8,962",813,257,0,25,"10,056",,
31/03/2019,74137909963,"Bank of Communications Co., Ltd.",72,0,"2,185",0,"4,406",0,"2,134",630,0,0,0,0,0,0,"2,764",0,0,0,167,"4,865","1,354",86,0,0,0,0,86,,
31/03/2019,32009656740,Bank of Queensland Limited,"1,065","1,181","3,505",0,"59,346","9,103","11,162","1,250",0,"15,746","11,698",78,703,9,"40,646","5,125",0,60,"4,318","4,658","6,326","10,490","6,155","1,646","13,933","1,147","33,370",,
31/03/2019,44093488629,Bank of Sydney Ltd,110,0,533,0,"2,726",323,539,30,0,833,291,1,2,31,"1,728",0,0,0,0,0,0,612,231,17,"1,121",58,"2,039",,
31/03/2019,71608940718,Bank of Taiwan,0,0,92,0,250,0,100,56,0,0,0,0,0,0,155,0,0,0,0,97,0,9,0,0,0,0,9,,
31/03/2019,11068049178,Bendigo and Adelaide Bank Limited,795,"4,818",48,0,"73,030","8,297","10,882",553,10,"27,299","13,277",320,"2,722",21,"55,083","2,979",0,18,"4,933","4,921","4,761","15,471","2,320","2,124","26,902",204,"47,021",,
31/03/2019,23000000117,BNP Paribas,598,2,"1,733",0,"8,392",0,"4,397",423,0,0,0,0,0,0,"4,820",0,0,363,"2,573","2,647",650,"2,063",433,203,0,0,"2,699",,
31/03/2019,87149440291,BNP Paribas Securities Services,98,0,"1,092",0,"4,491",0,0,130,0,0,0,0,0,0,130,"2,486",0,9,0,0,0,0,"6,361",0,0,5,"6,366",,
31/03/2019,33608235847,Canadian Imperial Bank of Commerce,1,0,193,0,"2,730",0,"2,546",0,0,0,0,0,0,0,"2,546",0,0,0,0,675,200,0,0,0,0,0,0,,
31/03/2019,24125167553,China Construction Bank Corporation,227,90,"1,782",0,"6,205",0,"3,700",789,0,0,0,0,15,0,"4,503",0,0,0,774,"4,691","1,743","1,155",70,0,3,21,"1,249",,
31/03/2019,69322403457,"China Everbright Bank Co., Ltd",12,0,145,0,576,0,200,192,0,0,0,0,0,0,392,0,0,0,0,373,0,0,0,0,0,0,0,,
31/03/2019,96609857383,"China Merchants Bank Co., Ltd",94,0,253,0,684,0,217,101,0,0,0,0,0,0,318,0,0,0,30,358,0,19,0,0,0,0,19,,
31/03/2019,34072814058,"Citibank, N.A.","2,593",0,"5,079",2,"19,937",0,"4,220","1,385",0,0,0,0,0,0,"5,605",395,2,"1,552",0,0,0,"5,592","4,649",2,0,0,"10,244",,
31/03/2019,88004325080,Citigroup Pty Limited,188,0,"1,313",0,"21,681","3,456",671,3,0,"3,989","2,450","4,805","1,503",0,"13,421",292,0,"1,832",0,0,"2,334","1,492",234,0,"6,461",68,"8,254",,
31/03/2019,88087649910,Coastline Credit Union Limited,31,62,0,0,533,0,39,2,0,289,77,2,25,0,434,,0,,,0,0,71,51,0,361,8,490,,
31/03/2019,48123123124,Commonwealth Bank of Australia,"10,274","26,403","64,906",33,"847,399","104,093","129,331","33,042","1,698","272,653","156,418","10,710","18,212",766,"622,830","47,060",33,"4,072","32,847","49,510","127,817","114,557","91,162","29,655","254,479","6,048","495,901",,
31/03/2019,15087651143,Community CPS Australia Limited,99,0,743,0,"6,764","1,655",164,75,0,"3,461",830,17,613,0,"5,161",1,0,0,0,1,0,500,165,97,"3,644",113,"4,520",,
31/03/2019,80087649938,Community First Credit Union Limited,59,0,123,0,"1,059",0,3,0,0,598,194,26,45,0,866,,0,,,0,0,139,2,0,813,10,964,,
31/03/2019,70003917655,Cooperatieve Rabobank U.A.,64,190,286,0,"12,454",0,"4,781",0,0,0,0,0,0,78,"4,859",23,0,21,"1,265","4,780","5,986",23,375,0,0,0,398,,
